Stn_Name,Tm,Tx,Tn,S,P,CDD,Year,Month,Fires_Ontario_Total
HARTINGTON IHD,21.6,34.0,9.5,0.0,24.8,115.0,2006,July,597.0
KEMPTVILLE CS,22.1,32.8,11.4,,4.0,49.5,2006,July,597.0
KINGSTON PUMPING STATION,22.7,31.0,11.5,0.0,46.4,146.3,2006,July,597.0
LYNDHURST SHAWMERE,22.1,31.5,11.5,0.0,47.4,128.9,2006,July,597.0
MOOSE CREEK WELLS,20.1,30.8,9.4,,96.2,73.0,2006,July,597.0
MORRISBURG,22.0,32.0,10.0,0.0,181.6,125.6,2006,July,597.0
OAK VALLEY,21.8,32.0,12.0,0.0,96.6,119.7,2006,July,597.0
OMPAH,20.8,33.0,8.5,0.0,86.0,93.7,2006,July,597.0
OMPAH-SEITZ,21.5,32.5,12.0,0.0,75.4,111.2,2006,July,597.0
OTTAWA CDA,22.4,33.0,12.0,0.0,107.0,137.2,2006,July,597.0
OTTAWA CDA RCS,22.0,32.7,11.8,,89.8,124.9,2006,July,597.0
OTTAWA MACDONALD-CARTIER INT'L  A,22.2,33.0,13.1,0.0,100.8,130.6,2006,July,597.0
PETAWAWA A,20.4,34.0,6.9,,81.0,83.2,2006,July,597.0
RUSSELL,22.3,33.0,12.0,0.0,136.4,133.0,2006,July,597.0
ST. ALBERT,21.8,31.0,11.5,0.0,135.8,119.0,2006,July,597.0
WINCHESTER,20.8,31.2,11.0,,117.6,90.1,2006,July,597.0
PETAWAWA HOFFMAN,21.7,34.0,10.0,0.0,104.7,118.0,2006,July,597.0
ALLISTON NELSON,23.1,35.0,11.0,0.0,63.4,160.6,2006,July,597.0
BALACLAVA,,,,0.0,125.3,,2006,July,597.0
BALDWIN,21.5,33.0,8.5,0.0,202.4,111.9,2006,July,597.0
BARRIE WPCC,22.7,34.5,12.0,0.0,133.6,147.4,2006,July,597.0
BEATRICE 2,19.8,31.5,6.0,0.0,147.4,69.1,2006,July,597.0
BEATRICE CLIMATE,19.3,31.5,6.7,,138.4,55.1,2006,July,597.0
BEAUSOLEIL,22.1,34.5,12.6,,125.1,130.3,2006,July,597.0
CHATSWORTH,21.3,32.5,8.0,0.0,118.4,107.0,2006,July,597.0
COLDWATER WARMINSTER,22.1,33.0,11.0,0.0,78.6,127.1,2006,July,597.0
COLLINGWOOD,22.5,33.8,12.9,,59.3,141.4,2006,July,597.0
COOKSTOWN,21.8,34.0,8.0,0.0,69.4,123.6,2006,July,597.0
DUNCHURCH,20.3,31.0,5.0,0.0,183.0,79.3,2006,July,597.0
HANOVER,21.1,32.0,6.5,0.0,103.1,103.9,2006,July,597.0
LAGOON CITY,22.9,33.1,14.7,,43.4,153.4,2006,July,597.0
MARKDALE,21.1,32.0,6.5,0.0,111.7,102.8,2006,July,597.0
MIDLAND WATER POLLUTION CONTROL PLANT,22.5,34.0,13.0,0.0,107.6,141.1,2006,July,597.0
MUSKOKA AWOS,20.5,33.9,6.8,,106.0,83.4,2006,July,597.0
ORILLIA BRAIN,22.5,34.0,10.5,0.0,67.2,143.6,2006,July,597.0
OWEN SOUND MOE,21.8,33.0,12.5,0.0,184.9,120.9,2006,July,597.0
PARRY SOUND CCG,21.6,30.6,11.8,,97.3,114.4,2006,July,597.0
PARRY SOUND HARBOUR,21.9,31.0,11.5,0.0,110.2,123.1,2006,July,597.0
PORT LAW,20.2,31.0,6.5,0.0,98.7,82.8,2006,July,597.0
POWASSAN,20.4,31.5,9.0,0.0,118.4,82.6,2006,July,597.0
PRICEVILLE,,,,0.0,143.1,,2006,July,597.0
SHANTY BAY,21.9,33.0,10.0,0.0,143.8,124.3,2006,July,597.0
BARRIE-ORO,20.4,32.2,8.3,,85.3,81.5,2006,July,597.0
SPRUCEDALE,,,,0.0,178.2,,2006,July,597.0
THORNBURY 3,,,,0.0,84.3,,2006,July,597.0
TROUT CREEK,,,,0.0,149.0,,2006,July,597.0
UDORA,21.7,32.5,9.0,0.0,195.0,118.1,2006,July,597.0
WALTERS FALLS,21.6,32.5,10.0,0.0,107.2,113.8,2006,July,597.0
WIARTON A,20.7,31.9,10.1,0.0,80.7,88.4,2006,July,597.0
WILDER LAKE,20.8,31.5,6.0,0.0,101.0,96.4,2006,July,597.0
BORDEN AWOS,21.9,34.9,8.1,,,115.9,2006,July,597.0
EGBERT CS,21.7,34.6,9.5,,9.2,120.1,2006,July,597.0
EGBERT CARE,22.4,35.0,9.5,0.0,61.2,140.2,2006,July,597.0
BLYTH,22.2,33.0,8.0,0.0,163.5,139.6,2006,July,597.0
CYPRUS LAKE CS,20.4,31.7,8.1,,20.8,80.5,2006,July,597.0
COVE ISLAND (AUT),,,22.0,,,,2006,July,597.0
EXETER,22.4,32.5,10.0,0.0,79.2,141.3,2006,July,597.0
GODERICH,20.9,31.2,9.2,,112.6,102.3,2006,July,597.0
NAIRN,21.8,33.5,7.0,0.0,193.4,125.3,2006,July,597.0
KINCARDINE,22.2,32.0,11.0,0.0,126.2,131.4,2006,July,597.0
PETROLIA ROKEBY,22.8,33.5,9.0,0.0,91.7,150.1,2006,July,597.0
SARNIA AIRPORT,22.8,34.5,11.0,0.0,118.2,150.8,2006,July,597.0
SARNIA CHRIS HADFIELD A,22.5,33.3,10.5,,115.5,143.0,2006,July,597.0
SARNIA CLIMATE,22.6,33.4,11.0,,156.0,144.7,2006,July,597.0
SOUTHAMPTON 2,21.8,33.0,10.0,0.0,114.8,117.7,2006,July,597.0
TARA,21.2,32.0,8.0,0.0,160.0,105.3,2006,July,597.0
WROXETER,,,,0.0,126.0,,2006,July,597.0
THEDFORD,22.5,34.0,10.0,0.0,82.0,143.1,2006,July,597.0
AMHERSTBURG,24.1,35.0,11.0,0.0,77.2,189.4,2006,July,597.0
BLENHEIM 1,23.2,34.0,10.0,0.0,66.0,160.8,2006,July,597.0
CHATHAM WPCP,23.8,33.0,12.0,0.0,115.3,179.2,2006,July,597.0
DELHI CS,22.3,34.7,8.0,,134.9,135.7,2006,July,597.0
ERIEAU BAY,,,,0.0,115.1,,2006,July,597.0
FORT ERIE,22.7,30.5,11.0,0.8,87.0,147.8,2006,July,597.0
GRIMSBY MOUNTAIN,23.4,34.2,11.8,0.0,140.0,166.8,2006,July,597.0
HARROW CDA AUTO,23.1,32.6,11.4,,95.5,159.5,2006,July,597.0
KINGSVILLE MOE,23.9,32.0,12.5,0.0,76.3,181.4,2006,July,597.0
LONG POINT (AUT),22.1,27.9,14.9,,,127.4,2006,July,597.0
MORPETH,,,,0.0,112.0,,2006,July,597.0
NEW GLASGOW,22.2,33.0,10.0,0.0,128.0,133.0,2006,July,597.0
NIAGARA FALLS NPCSH,23.4,33.5,11.0,0.0,59.8,167.5,2006,July,597.0
PORT COLBORNE,23.1,30.5,12.5,0.0,110.2,158.2,2006,July,597.0
RIDGETOWN RCS,21.8,32.9,7.3,,92.6,125.5,2006,July,597.0
RIDGEVILLE,22.9,32.0,12.0,0.0,95.5,152.4,2006,July,597.0
ST CATHARINES POWER GLEN,23.3,34.5,11.0,0.0,60.8,164.4,2006,July,597.0
ST THOMAS WPCP,22.6,34.0,9.0,0.0,127.8,145.9,2006,July,597.0
SOUTHEAST SHOAL (AUT),21.8,28.0,14.6,,,119.4,2006,July,597.0
TILLSONBURG NORTH,22.8,35.0,8.5,0.0,143.9,149.9,2006,July,597.0
TILLSONBURG MOE,,,,0.0,136.6,,2006,July,597.0
VINELAND,23.6,34.5,12.5,0.0,123.6,173.0,2006,July,597.0
VINELAND STATION RCS,23.2,34.6,12.1,,97.6,161.2,2006,July,597.0
WATERFORD,,,,0.0,197.6,,2006,July,597.0
WELLAND,23.2,33.0,12.0,0.0,146.7,161.4,2006,July,597.0
WELLAND-PELHAM,22.1,32.2,11.2,,,128.5,2006,July,597.0
WINDSOR RIVERSIDE,24.6,36.0,12.5,0.0,107.1,206.0,2006,July,597.0
WINDSOR A,24.4,35.1,13.4,0.0,152.2,197.4,2006,July,597.0
PORT COLBORNE (AUT),21.5,29.4,13.0,,69.4,110.0,2006,July,597.0
ERIEAU (AUT),22.1,32.2,13.8,,108.0,126.4,2006,July,597.0
POINT PELEE CS,21.4,29.9,9.2,,37.4,111.5,2006,July,597.0
BRANTFORD MOE,21.6,35.0,10.0,0.0,123.2,71.6,2006,July,597.0
CULLODEN EASEY,22.2,34.0,10.0,0.0,119.6,131.5,2006,July,597.0
DORCHESTER,,,,0.0,132.8,,2006,July,597.0
ELORA RCS,20.5,30.8,7.8,,113.2,87.8,2006,July,597.0
FERGUS SHAND DAM,21.6,32.5,11.0,0.0,138.2,115.0,2006,July,597.0
FERGUS MOE,21.1,31.5,9.0,0.0,116.8,103.0,2006,July,597.0
FOLDENS,22.5,33.0,9.0,0.0,115.8,140.7,2006,July,597.0
GLEN ALLAN,21.7,32.0,10.0,0.0,124.4,118.1,2006,July,597.0
JAMESTOWN,,,,0.0,208.1,,2006,July,597.0
LONDON CS,22.2,33.3,9.4,,151.4,133.7,2006,July,597.0
MOUNT FOREST (AUT),20.8,31.3,8.3,,139.7,96.5,2006,July,597.0
ROSEVILLE,22.0,32.0,10.0,0.0,155.9,127.0,2006,July,597.0
RUSKVIEW,21.6,32.0,10.0,0.0,83.2,117.5,2006,July,597.0
SCOTLAND,22.4,34.5,7.5,0.0,138.6,138.2,2006,July,597.0
STRATFORD MOE,21.9,34.0,7.0,0.0,142.6,127.0,2006,July,597.0
STRATHROY-MULLIFARRY,22.3,33.5,8.5,0.0,174.0,138.4,2006,July,597.0
REGION OF WATERLOO INT'L AIRPORT,21.6,34.0,7.2,,182.5,117.2,2006,July,597.0
WOODSTOCK,21.9,33.0,8.0,0.0,206.2,124.6,2006,July,597.0
ALBERTON,22.2,33.0,8.5,0.0,168.2,131.6,2006,July,597.0
AURORA NE,,,,0.0,111.4,,2006,July,597.0
BELLEVILLE,23.3,31.5,13.5,0.0,88.6,165.8,2006,July,597.0
BLACKSTOCK,21.4,31.5,10.0,0.0,173.3,109.6,2006,July,597.0
BLOOMFIELD,,,,0.0,100.4,,2006,July,597.0
BURLINGTON PIERS (AUT),21.7,30.0,15.0,,,52.6,2006,July,597.0
CALEDON NORTH,,,,0.0,83.2,,2006,July,597.0
CENTREVILLE,22.3,33.0,10.5,0.0,36.6,133.1,2006,July,597.0
COBOURG (AUT),20.6,30.2,11.3,,122.0,86.9,2006,July,597.0
COBOURG STP,21.3,30.0,11.0,0.0,131.4,106.3,2006,July,597.0
GEORGETOWN WWTP,22.4,35.0,7.0,0.0,50.4,137.5,2006,July,597.0
HAMILTON A,22.3,33.7,10.6,0.0,149.2,136.1,2006,July,597.0
HAMILTON RBG CS,22.8,34.4,11.0,,178.6,148.3,2006,July,597.0
JANETVILLE,20.2,29.0,11.0,0.0,71.0,12.1,2006,July,597.0
KALADAR,21.9,33.0,10.0,0.0,65.6,123.9,2006,July,597.0
MADOC,21.8,33.0,9.5,0.0,56.6,119.9,2006,July,597.0
MARSH HILL,21.6,32.0,10.0,0.0,43.7,50.9,2006,July,597.0
NOBLETON,24.6,35.0,12.0,0.0,45.0,99.5,2006,July,597.0
ORANGEVILLE MOE,21.1,32.5,8.0,0.0,100.4,101.9,2006,July,597.0
OSHAWA WPCP,21.4,31.5,10.5,0.0,167.4,107.6,2006,July,597.0
OAKVILLE GERARD,23.6,35.5,12.2,0.0,162.0,174.1,2006,July,597.0
POINT PETRE (AUT),21.0,26.8,11.0,,84.0,96.7,2006,July,597.0
RICHMOND HILL,23.2,35.5,11.0,0.0,77.5,163.1,2006,July,597.0
SANDHILL,,,,0.0,148.4,,2006,July,597.0
STIRLING,,,,0.0,36.1,,2006,July,597.0
THORNHILL GRANDVIEW,,,,0.0,106.6,,2006,July,597.0
TORONTO CITY,23.4,33.1,13.3,,120.8,167.8,2006,July,597.0
TORONTO BURNHAMTHORPE,,,,0.0,88.0,,2006,July,597.0
TORONTO CITY CENTRE,21.6,31.8,12.7,,126.5,113.5,2006,July,597.0
TORONTO LESTER B. PEARSON INT'L A,23.4,34.2,11.6,0.0,105.2,167.3,2006,July,597.0
TRENTON A,22.2,31.5,7.8,0.0,65.1,132.1,2006,July,597.0
WOOLER,22.2,32.0,10.0,0.0,116.8,130.6,2006,July,597.0
MOUNTAINVIEW,22.3,31.0,10.0,0.0,85.4,136.1,2006,July,597.0
TORONTO BUTTONVILLE A,22.9,35.4,11.2,0.0,75.6,153.2,2006,July,597.0
TORONTO NORTH YORK,23.1,34.5,10.5,0.0,105.6,158.6,2006,July,597.0
COE HILL,20.6,32.0,9.5,0.0,89.0,89.1,2006,July,597.0
HALIBURTON 3,20.4,32.0,9.0,0.0,159.8,79.9,2006,July,597.0
HARTLEY,21.3,32.0,9.0,0.0,110.0,104.8,2006,July,597.0
LINDSAY FROST,21.4,32.0,10.5,0.0,131.2,110.3,2006,July,597.0
MINDEN,20.7,33.0,7.5,0.0,98.0,90.3,2006,July,597.0
PETERBOROUGH A,21.4,32.0,9.0,0.0,70.6,108.1,2006,July,597.0
PETERBOROUGH AWOS,20.8,32.2,8.4,,74.5,92.5,2006,July,597.0
PETERBOROUGH TRENT U,21.3,32.0,9.0,0.0,87.0,103.9,2006,July,597.0
PETERBOROUGH TRENT U,21.0,32.8,9.0,,88.5,95.6,2006,July,597.0
TAPLEY,,,,0.0,140.2,,2006,July,597.0
BANCROFT AUTO,19.7,32.2,8.1,,65.1,63.8,2006,July,597.0
WARSAW,,,,0.0,89.2,,2006,July,597.0
BIG TROUT LAKE,14.2,28.3,-1.7,,52.7,10.6,2012,June,125.0
BIG TROUT LAKE READAC,,,,,53.0,,2012,June,125.0
EAR FALLS (AUT),16.5,30.3,3.1,,150.1,21.0,2012,June,125.0
FORT SEVERN A,8.6,29.0,-1.6,,,9.1,2012,June,125.0
LANSDOWNE HOUSE (AUT),15.5,28.2,1.4,,81.9,18.9,2012,June,125.0
"MUSKRAT DAM 'A', ONTARIO",17.1,30.3,4.8,,,14.5,2012,June,125.0
PEAWANUCK (AUT),11.4,28.7,-3.1,,79.6,8.6,2012,June,125.0
PICKLE LAKE (AUT),16.4,30.3,2.6,,127.8,26.1,2012,June,125.0
PICKLE LAKE A,16.5,30.3,2.5,0.0,138.2,27.1,2012,June,125.0
RED LAKE A,15.6,29.6,2.9,0.0,138.8,11.7,2012,June,125.0
SANDY LAKE,15.9,29.6,2.3,,,18.7,2012,June,125.0
BARWICK,17.1,31.5,0.5,0.0,54.0,21.0,2012,June,125.0
ATIKOKAN (AUT),17.6,30.6,3.0,,140.8,30.0,2012,June,125.0
FORT FRANCES RCS,17.5,32.0,1.8,,70.4,29.1,2012,June,125.0
MINE CENTRE SOUTHWEST,17.0,30.5,0.5,0.0,91.1,22.6,2012,June,125.0
DRYDEN REGIONAL,18.4,31.2,3.3,,70.4,37.7,2012,June,125.0
KENORA RCS,18.5,28.8,3.5,,120.3,44.2,2012,June,125.0
KENORA A,18.6,28.8,3.4,0.0,125.8,46.5,2012,June,125.0
RAWSON LAKE,17.9,30.0,1.0,0.0,60.6,33.0,2012,June,125.0
SIOUX LOOKOUT A,17.8,30.4,4.0,0.0,121.4,37.4,2012,June,125.0
ARMSTRONG (AUT),15.4,29.5,0.6,,95.1,11.7,2012,June,125.0
CAMERON FALLS (AUT),16.2,30.2,1.8,,105.0,10.5,2012,June,125.0
CARIBOU ISLAND (AUT),11.8,20.0,5.1,,52.2,0.0,2012,June,125.0
GERALDTON A,16.7,29.5,4.0,0.0,91.2,20.9,2012,June,125.0
FLINT,16.5,30.0,2.0,0.0,101.1,18.1,2012,June,125.0
PUKASKWA (AUT),14.2,27.9,-0.4,,127.2,2.6,2012,June,125.0
PUKASKWA (AUT),14.2,27.9,-0.4,,124.7,2.6,2012,June,125.0
STURGEON RIVER,17.4,30.0,3.5,0.0,148.0,28.1,2012,June,125.0
THUNDER BAY,16.8,30.6,1.0,,87.6,18.8,2012,June,125.0
THUNDER BAY BURWOOD,17.6,31.5,6.0,0.0,64.5,21.7,2012,June,125.0
THUNDER BAY CS,16.5,30.2,0.8,,91.1,18.4,2012,June,125.0
UPSALA (AUT),16.5,29.6,1.0,,93.5,20.8,2012,June,125.0
WELCOME ISLAND (AUT),15.4,29.9,6.2,,1.2,13.4,2012,June,125.0
LITTLE FLATLAND ISLAND (AUT),16.4,25.9,5.7,,63.3,5.9,2012,June,125.0
SAULT STE MARIE A,17.3,30.7,-0.8,0.0,28.6,23.5,2012,June,125.0
WAWA A,15.4,30.5,0.9,0.0,68.8,15.1,2012,June,125.0
KILLARNEY (AUT),17.2,27.1,8.5,,0.0,24.2,2012,June,125.0
CHAPLEAU A,17.1,30.9,3.3,0.0,98.6,33.8,2012,June,125.0
SUDBURY CLIMATE,17.6,30.9,2.5,,90.2,42.1,2012,June,125.0
SUDBURY A,18.1,30.7,3.7,0.0,116.0,45.5,2012,June,125.0
BONNER LAKE,17.5,33.5,2.0,0.0,87.2,28.9,2012,June,125.0
CONNAUGHT,,,,0.0,4.0,,2012,June,125.0
EARLTON,17.5,33.1,3.2,,41.1,42.0,2012,June,125.0
EARLTON CLIMATE,17.7,33.7,3.3,,39.6,44.0,2012,June,125.0
KAPUSKASING A,17.3,32.7,4.0,0.0,61.6,31.8,2012,June,125.0
KAPUSKASING CDA ON,17.0,31.6,3.7,,52.4,28.0,2012,June,125.0
KIRKLAND LAKE CS,18.0,32.5,4.4,,48.7,44.4,2012,June,125.0
MOOSONEE,15.8,32.8,-0.4,,0.0,31.7,2012,June,125.0
MOOSONEE UA,16.3,33.0,1.0,0.0,74.6,34.8,2012,June,125.0
MOOSONEE RCS,16.1,33.4,1.0,,45.8,32.2,2012,June,125.0
NAGAGAMI (AUT),16.4,32.3,3.7,,90.5,22.8,2012,June,125.0
TIMMINS CLIMATE,17.3,31.3,-0.2,,13.1,21.0,2012,June,125.0
TIMMINS VICTOR POWER A,17.3,33.8,0.1,,,37.7,2012,June,125.0
ALGONQUIN PARK EAST GATE,16.8,31.1,3.3,,133.0,38.5,2012,June,125.0
NORTH BAY A,18.0,30.1,4.8,0.0,115.4,49.1,2012,June,125.0
GORE BAY CLIMATE,17.9,28.7,5.9,,82.0,38.5,2012,June,125.0
GREAT DUCK ISLAND (AUT),,23.2,,,,,2012,June,125.0
SANDFIELD,17.5,28.5,4.0,0.0,84.8,34.5,2012,June,125.0
APPLETON,19.2,34.0,6.0,0.0,62.6,70.3,2012,June,125.0
BROCKVILLE CLIMATE,18.4,32.4,5.8,,70.7,52.0,2012,June,125.0
BROCKVILLE PCC,19.5,32.0,8.0,0.0,82.8,70.3,2012,June,125.0
CHALK RIVER AECL,19.4,35.5,5.5,0.0,53.4,54.3,2012,June,125.0
CORNWALL,20.2,33.5,8.5,0.0,79.8,90.1,2012,June,125.0
DRUMMOND CENTRE,18.9,34.5,5.0,0.0,65.4,59.8,2012,June,125.0
HARTINGTON IHD,18.4,32.5,6.5,0.0,111.0,51.8,2012,June,125.0
KEMPTVILLE CS,18.9,33.4,5.9,,64.9,64.4,2012,June,125.0
KINGSTON CLIMATE,18.4,30.6,7.2,,79.0,48.7,2012,June,125.0
LYNDHURST SHAWMERE,19.3,32.0,8.0,0.0,88.0,63.7,2012,June,125.0
OMPAH-SEITZ,18.3,33.0,4.0,0.0,83.6,55.4,2012,June,125.0
OTTAWA CDA,19.8,34.2,7.9,0.0,68.9,81.4,2012,June,125.0
OTTAWA CDA RCS,19.5,33.9,7.6,,62.9,74.1,2012,June,125.0
OTTAWA INTL A,19.3,35.0,7.8,0.0,62.0,70.4,2012,June,125.0
PEMBROKE CLIMATE,18.6,34.2,3.7,,69.0,59.1,2012,June,125.0
PETAWAWA AWOS 2,18.8,34.5,3.7,,58.0,64.8,2012,June,125.0
RUSSELL,19.5,34.0,7.5,0.0,75.8,62.9,2012,June,125.0
PETAWAWA HOFFMAN,19.4,34.5,5.0,0.0,93.0,77.0,2012,June,125.0
BALACLAVA,,,,0.0,78.6,,2012,June,125.0
BALDWIN,18.7,33.5,6.5,0.0,88.2,59.7,2012,June,125.0
BARRIE LANDFILL,16.8,33.0,2.5,0.0,64.2,28.4,2012,June,125.0
BEATRICE CLIMATE,16.5,29.9,5.0,,87.1,27.4,2012,June,125.0
CHATSWORTH,18.5,32.5,4.0,0.0,61.1,59.8,2012,June,125.0
COLDWATER WARMINSTER,19.2,32.0,8.0,0.0,97.2,75.3,2012,June,125.0
COLLINGWOOD,19.2,34.0,7.8,,61.1,77.8,2012,June,125.0
DUNCHURCH,17.5,30.5,4.0,0.0,91.0,45.3,2012,June,125.0
LAGOON CITY,18.8,29.5,9.2,,,61.1,2012,June,125.0
MARKDALE,18.0,32.0,4.0,0.0,92.1,54.9,2012,June,125.0
MIDLAND WATER POLLUTION CONTROL PLANT,18.8,32.0,9.0,0.0,56.8,40.1,2012,June,125.0
MUSKOKA,17.7,32.1,6.0,,82.6,47.5,2012,June,125.0
NIPISSING,,,,0.0,88.4,,2012,June,125.0
PARRY SOUND CCG,18.3,29.7,7.9,,83.9,47.0,2012,June,125.0
PARRY SOUND HARBOUR,18.8,31.0,7.5,0.0,94.4,59.8,2012,June,125.0
PORT LAW,16.4,30.5,3.5,0.0,81.0,36.8,2012,June,125.0
PRICEVILLE,,,,0.0,76.6,,2012,June,125.0
RAVENSCLIFFE,18.5,32.5,5.5,0.0,89.0,61.9,2012,June,125.0
SHANTY BAY,19.4,33.0,7.5,0.0,78.4,77.6,2012,June,125.0
BARRIE-ORO,18.3,32.0,6.4,,110.0,52.5,2012,June,125.0
SPRUCEDALE,,,,0.0,130.8,,2012,June,125.0
THORNBURY 3,,,,0.0,58.5,,2012,June,125.0
UDORA,19.0,33.0,7.5,0.0,135.6,54.5,2012,June,125.0
WIARTON A,18.0,30.9,6.0,0.0,77.9,51.5,2012,June,125.0
BORDEN AWOS,18.2,34.5,4.4,,44.0,58.3,2012,June,125.0
EGBERT CS,18.7,33.5,6.1,,51.6,68.5,2012,June,125.0
GODERICH,18.5,32.0,7.9,,47.9,69.1,2012,June,125.0
KINCARDINE,18.8,32.0,7.5,0.0,58.6,57.8,2012,June,125.0
PETROLIA ROKEBY,20.6,33.5,8.0,0.0,94.0,100.2,2012,June,125.0
SARNIA,20.1,34.1,8.7,,32.6,88.7,2012,June,125.0
SARNIA CLIMATE,20.2,34.2,8.7,,63.7,97.6,2012,June,125.0
TOBERMORY RCS,16.4,25.9,5.5,,81.7,17.4,2012,June,125.0
WROXETER,,,,0.0,89.2,,2012,June,125.0
THEDFORD,20.3,34.5,7.5,0.0,74.8,99.1,2012,June,125.0
AMHERSTBURG,23.5,35.5,10.0,0.0,31.0,91.6,2012,June,125.0
CHATHAM WPCP,20.4,34.0,10.0,0.0,8.2,34.6,2012,June,125.0
DELHI CS,19.2,32.4,6.4,,74.6,64.9,2012,June,125.0
FORT ERIE,18.8,30.0,7.5,0.0,85.8,53.6,2012,June,125.0
GRIMSBY MOUNTAIN,21.0,34.9,9.8,0.0,68.0,112.0,2012,June,125.0
HARROW CDA AUTO,20.9,32.9,8.5,,35.4,95.9,2012,June,125.0
KINGSVILLE MOE,21.5,34.5,8.5,0.0,23.2,119.3,2012,June,125.0
LONG POINT (AUT),19.3,28.8,9.9,,,65.5,2012,June,125.0
NEW GLASGOW,20.2,31.5,8.0,0.0,77.0,85.5,2012,June,125.0
PORT COLBORNE,19.9,30.0,9.0,0.0,70.6,71.5,2012,June,125.0
PORT WELLER (AUT),20.9,32.7,10.8,,28.2,105.6,2012,June,125.0
RAINHAM CENTURY FARM,18.2,29.5,6.5,0.0,63.6,45.9,2012,June,125.0
RIDGETOWN RCS,22.6,32.7,8.0,,0.8,28.7,2012,June,125.0
ST THOMAS WPCP,19.9,32.0,8.0,0.0,94.1,68.0,2012,June,125.0
SOUTHEAST SHOAL (AUT),21.8,30.9,11.5,,,118.3,2012,June,125.0
TILLSONBURG NORTH,20.1,33.0,7.5,0.0,70.5,86.6,2012,June,125.0
TILLSONBURG MOE,,,,0.0,57.2,,2012,June,125.0
VINELAND,21.5,34.0,11.0,0.0,41.0,121.8,2012,June,125.0
VINELAND STATION RCS,21.0,34.7,10.6,,49.6,109.4,2012,June,125.0
WATERFORD,,,,0.0,63.2,,2012,June,125.0
WELLAND,21.3,34.0,7.0,0.0,0.0,42.8,2012,June,125.0
WELLAND-PELHAM,18.9,30.4,7.9,,86.4,58.8,2012,June,125.0
WINDSOR RIVERSIDE,22.6,36.0,9.5,0.0,34.0,147.1,2012,June,125.0
WINDSOR A,22.1,35.2,9.8,0.0,42.2,135.3,2012,June,125.0
ERIEAU (AUT),19.9,27.9,10.8,,,78.4,2012,June,125.0
POINT PELEE CS,20.5,32.2,7.3,,,96.7,2012,June,125.0
BRANTFORD MOE,20.3,32.0,7.0,0.0,17.8,32.9,2012,June,125.0
DORCHESTER,,,,0.0,102.0,,2012,June,125.0
ELORA RCS,18.3,31.7,7.1,,64.6,54.3,2012,June,125.0
FERGUS SHAND DAM,18.9,31.0,6.5,0.0,86.2,66.4,2012,June,125.0
FERGUS MOE,18.4,31.5,7.0,0.0,97.2,58.1,2012,June,125.0
FOLDENS,19.8,32.0,7.0,0.0,94.6,85.2,2012,June,125.0
GLEN ALLAN,19.1,32.0,6.5,0.0,75.2,69.4,2012,June,125.0
GUELPH TURFGRASS,17.6,31.6,4.8,,,42.8,2012,June,125.0
JAMESTOWN,,,,0.0,98.5,,2012,June,125.0
KITCHENER/WATERLOO,18.6,32.7,6.8,,111.1,61.2,2012,June,125.0
LONDON A,19.9,33.0,7.5,,,80.9,2012,June,125.0
LONDON CS,19.8,32.6,8.2,,88.6,81.7,2012,June,125.0
MOUNT FOREST (AUT),18.0,30.7,6.6,,70.3,57.1,2012,June,125.0
ROSEVILLE,19.5,33.0,7.5,0.0,91.6,74.7,2012,June,125.0
SCOTLAND,19.8,33.0,5.5,0.0,95.4,82.4,2012,June,125.0
STRATFORD MOE,19.3,33.0,6.0,0.0,56.6,55.2,2012,June,125.0
STRATHROY-MULLIFARRY,20.3,33.0,8.5,0.0,71.8,95.1,2012,June,125.0
WOODSTOCK,18.9,32.5,8.0,0.0,114.3,41.2,2012,June,125.0
BELLEVILLE,20.1,32.0,9.0,0.0,94.8,82.6,2012,June,125.0
BLACKSTOCK,18.9,32.0,6.0,0.0,119.7,64.8,2012,June,125.0
BLOOMFIELD,,,,0.0,87.4,,2012,June,125.0
BURLINGTON PIERS (AUT),20.6,32.6,10.6,,,101.7,2012,June,125.0
CENTREVILLE,19.4,32.0,8.0,0.0,52.0,53.5,2012,June,125.0
COBOURG (AUT),18.1,30.2,9.4,,137.8,39.3,2012,June,125.0
COBOURG STP,18.7,30.0,8.5,0.0,48.6,29.0,2012,June,125.0
GEORGETOWN WWTP,20.0,33.5,6.5,0.0,50.0,49.1,2012,June,125.0
HAMILTON A,19.4,32.8,7.3,0.0,65.0,74.8,2012,June,125.0
HAMILTON RBG CS,19.8,34.3,6.6,,71.4,83.9,2012,June,125.0
KALADAR,18.7,32.5,6.0,0.0,149.5,54.4,2012,June,125.0
OAKVILLE TWN,20.8,35.0,9.5,0.0,99.2,105.1,2012,June,125.0
ORANGEVILLE MOE,17.6,32.0,4.0,0.0,67.2,48.7,2012,June,125.0
OSHAWA,20.4,32.3,9.1,,106.7,67.0,2012,June,125.0
OSHAWA WPCP,19.2,32.5,9.4,0.0,104.4,64.3,2012,June,125.0
POINT PETRE (AUT),18.0,27.4,8.2,,71.1,34.2,2012,June,125.0
RICHMOND HILL,20.4,34.0,9.0,0.0,88.4,98.9,2012,June,125.0
STIRLING,,,,0.0,37.8,,2012,June,125.0
TORONTO CITY,21.0,33.6,10.8,,79.8,108.5,2012,June,125.0
TORONTO CITY CENTRE,19.8,32.8,10.9,,80.7,75.8,2012,June,125.0
