Stn_Name,Tm,Tx,Tn,S,P,CDD,Year,Month
TORONTO CITY CENTRE,12.0,23.9,2.7,,75.0,0.0,2009,May
TORONTO LESTER B. PEARSON INT'L A,13.1,29.1,0.3,0.0,60.8,6.9,2009,May
TORONTO EAST YORK DUSTAN,13.9,29.5,1.5,0.0,67.2,5.7,2009,May
TRENTON A,12.3,25.6,0.5,0.0,104.9,0.6,2009,May
WOOLER,13.1,26.5,0.5,0.0,126.0,1.8,2009,May
MOUNTAINVIEW,13.0,26.0,1.5,0.0,119.4,0.0,2009,May
TORONTO BUTTONVILLE A,12.8,29.5,-1.0,0.0,100.8,1.9,2009,May
TORONTO NORTH YORK,13.2,29.5,-1.5,0.0,82.2,1.6,2009,May
COE HILL,10.7,23.0,-2.5,0.0,67.0,0.5,2009,May
HALIBURTON 3,10.3,27.0,-5.5,1.2,126.2,0.0,2009,May
LINDSAY FROST,13.0,26.5,0.5,0.0,95.4,1.8,2009,May
MINDEN,11.5,28.0,-3.0,0.8,54.6,0.0,2009,May
PETERBOROUGH AWOS,11.6,26.4,-1.3,,158.5,0.9,2009,May
PETERBOROUGH TRENT U,11.7,26.0,-2.0,0.0,113.4,0.0,2009,May
PETERBOROUGH TRENT U,11.5,26.8,-2.1,,129.2,0.0,2009,May
SONYA SUNDANCE MEADOWS,,,,0.0,135.2,,2009,May
TAPLEY,,,,0.0,137.1,,2009,May
BANCROFT AUTO,10.3,28.5,-4.0,,112.0,3.6,2009,May
BIG TROUT LAKE READAC,2.7,23.3,-14.7,,27.5,0.0,2008,May
EAR FALLS (AUT),5.8,22.1,-4.9,,61.2,0.0,2008,May
FORT SEVERN A,0.9,19.4,-9.8,,,0.0,2008,May
LANSDOWNE HOUSE (AUT),4.3,26.5,-15.2,,54.7,0.0,2008,May
"MUSKRAT DAM 'A', ONTARIO",3.5,25.6,-11.2,,,0.0,2008,May
PEAWANUCK (AUT),0.6,17.7,-10.6,,21.5,0.0,2008,May
PICKLE LAKE (AUT),4.7,24.9,-9.4,,52.5,0.0,2008,May
PICKLE LAKE A,4.8,23.2,-9.4,14.6,62.8,0.0,2008,May
RED LAKE A,6.6,23.8,-5.2,0.0,46.4,0.0,2008,May
SANDY LAKE,5.4,26.3,-8.2,,,0.1,2008,May
BARWICK,7.9,23.0,-4.5,1.8,62.6,0.0,2008,May
ATIKOKAN (AUT),7.0,23.5,-6.8,,122.8,0.0,2008,May
FORT FRANCES RCS,7.6,26.1,-4.6,,95.6,0.0,2008,May
FORT FRANCES A,7.7,27.0,-6.0,0.0,106.5,0.0,2008,May
MINE CENTRE SOUTHWEST,7.3,26.0,-7.0,0.0,102.9,0.0,2008,May
DRYDEN 'A' (AUT),7.1,23.6,-6.9,,85.5,0.0,2008,May
GRASSY NARROWS,,,,0.0,26.0,,2008,May
KENORA A,8.1,22.9,-4.7,0.0,45.0,0.0,2008,May
RAWSON LAKE,8.0,23.5,-6.5,0.0,44.5,0.0,2008,May
SIOUX LOOKOUT A,7.0,24.5,-3.9,3.8,85.4,0.0,2008,May
ARMSTRONG (AUT),5.1,23.0,-8.3,,86.2,0.0,2008,May
CAMERON FALLS (AUT),6.4,23.9,-5.2,,80.6,0.0,2008,May
GERALDTON A,5.8,22.4,-5.5,14.6,98.6,0.0,2008,May
FLINT,7.1,24.5,-8.0,0.0,97.0,0.0,2008,May
PUKASKWA (AUT),5.6,15.0,-3.9,,8.0,0.0,2008,May
STURGEON RIVER,6.2,24.5,-6.0,9.7,93.1,0.0,2008,May
THUNDER BAY AWOS,7.4,25.2,-6.3,,76.5,0.0,2008,May
THUNDER BAY BURWOOD,7.9,25.5,-4.5,0.0,85.6,0.0,2008,May
THUNDER BAY CS,7.5,24.8,-5.9,,76.8,0.0,2008,May
UPSALA (AUT),6.3,23.1,-7.0,,117.3,0.0,2008,May
WELCOME ISLAND (AUT),6.8,18.5,-1.0,,27.0,0.0,2008,May
WHITEFISH LAKE,6.9,24.5,-8.0,13.0,101.2,0.0,2008,May
ELLIOT LAKE A,9.0,24.2,-2.0,0.0,93.4,0.0,2008,May
IRON BRIDGE,,,,0.0,83.7,,2008,May
SAULT STE MARIE A,7.7,20.6,-3.6,,70.6,0.0,2008,May
WAWA A,5.8,18.0,-5.7,3.6,98.8,0.0,2008,May
KILLARNEY (AUT),8.6,20.8,0.7,,46.8,0.0,2008,May
CHAPLEAU A,7.2,22.7,-5.9,8.4,112.6,0.0,2008,May
MASSEY,9.2,23.5,-3.5,0.0,77.4,0.0,2008,May
MONETVILLE,9.5,23.0,-3.0,0.0,119.1,0.0,2008,May
SUDBURY A,9.3,24.8,-1.3,0.0,94.4,0.0,2008,May
BONNER LAKE,6.9,21.5,-5.5,26.0,97.1,0.0,2008,May
EARLTON AWOS,8.6,23.4,-3.1,,92.0,0.0,2008,May
KAPUSKASING A,7.0,21.6,-4.5,16.0,108.6,0.0,2008,May
KAPUSKASING CDA ON,6.3,19.9,-3.3,,101.4,0.0,2008,May
KIRKLAND LAKE CS,7.9,21.9,-4.6,,107.7,0.0,2008,May
MOOSONEE UA,5.4,19.0,-8.5,4.3,117.0,0.0,2008,May
MOOSONEE AWOS,5.3,18.3,-6.4,,107.5,0.0,2008,May
MOOSONEE RCS,5.3,18.6,-8.0,,147.8,0.0,2008,May
NAGAGAMI (AUT),5.8,22.5,-4.0,,128.5,0.0,2008,May
TIMMINS VICTOR POWER A,7.6,22.2,-4.9,8.2,127.4,0.0,2008,May
ALGONQUIN PARK EAST GATE,8.5,23.2,-4.7,,80.1,0.0,2008,May
NORTH BAY A,9.6,22.4,-1.3,1.2,134.6,0.0,2008,May
GORE BAY  AWOS,9.1,23.1,-2.6,,82.0,0.0,2008,May
SANDFIELD,8.6,22.0,-3.5,0.0,94.4,0.0,2008,May
APPLETON,11.2,24.0,-2.0,0.0,51.2,0.0,2008,May
BROCKVILLE PCC,12.4,24.0,1.0,0.0,74.2,0.0,2008,May
CHALK RIVER AECL,10.8,24.5,-2.0,0.0,28.8,0.0,2008,May
COMBERMERE,9.9,24.0,-2.0,0.0,70.2,0.0,2008,May
CORNWALL,13.1,27.0,2.0,0.0,77.7,0.8,2008,May
DRUMMOND CENTRE,12.0,25.5,-2.0,0.0,73.8,0.3,2008,May
GRENADIER ISLAND,12.0,23.6,1.6,,,0.0,2008,May
HARTINGTON IHD,11.9,23.5,1.0,0.0,92.4,0.0,2008,May
KEMPTVILLE CS,11.6,24.7,0.4,,76.2,0.0,2008,May
LYNDHURST SHAWMERE,12.1,24.5,0.0,0.0,61.0,0.0,2008,May
MORRISBURG,12.8,25.0,1.0,0.0,64.4,0.0,2008,May
OAK VALLEY,12.0,24.0,-2.0,0.0,88.8,0.5,2008,May
OMPAH,10.0,25.0,-4.5,0.0,76.4,0.0,2008,May
OMPAH-SEITZ,11.4,24.5,-2.0,0.0,72.2,0.0,2008,May
OTTAWA CDA,12.1,24.3,-2.0,0.0,82.6,0.0,2008,May
OTTAWA CDA RCS,11.9,23.9,-1.5,,75.7,0.0,2008,May
OTTAWA MACDONALD-CARTIER INT'L A,12.0,24.4,-1.8,0.0,91.8,0.0,2008,May
PETAWAWA A,9.7,24.8,-2.6,,85.0,0.0,2008,May
RUSSELL,12.7,25.2,-1.0,0.0,100.4,0.0,2008,May
ST. ALBERT,12.4,26.0,-0.5,0.0,117.0,0.0,2008,May
PETAWAWA HOFFMAN,11.3,26.5,-2.0,0.0,106.4,0.0,2008,May
BALACLAVA,,,,0.0,119.4,,2008,May
BALDWIN,10.8,27.0,-3.0,0.0,96.8,0.5,2008,May
BARRIE WPCC,8.5,21.0,-2.0,0.0,30.0,0.0,2008,May
BEATRICE 2,8.7,23.5,-5.0,0.0,119.4,0.0,2008,May
BEATRICE CLIMATE,8.5,23.2,-4.6,,131.5,0.0,2008,May
BURK'S FALLS,,,,0.0,111.0,,2008,May
CHATSWORTH,9.7,25.5,-2.5,0.0,121.5,0.0,2008,May
COLDWATER WARMINSTER,10.7,25.5,0.0,0.0,125.0,1.3,2008,May
COLLINGWOOD,10.3,26.6,0.7,,84.5,0.0,2008,May
DUNCHURCH,9.5,22.0,-2.0,0.0,128.0,0.0,2008,May
HANOVER,9.9,25.5,-2.0,0.0,133.4,1.3,2008,May
LAGOON CITY,9.7,20.7,1.7,,117.8,0.0,2008,May
MARKDALE,9.3,24.5,-3.5,0.0,108.9,0.0,2008,May
MIDLAND WATER POLLUTION CONTROL PLANT,10.5,23.5,1.0,0.0,60.5,0.0,2008,May
MUSKOKA AWOS,9.1,24.2,-3.8,,117.0,0.0,2008,May
NIPISSING,,,,0.0,91.2,,2008,May
PARRY SOUND CCG,9.6,19.4,-0.8,,121.3,0.0,2008,May
PARRY SOUND HARBOUR,9.9,21.0,-1.0,0.0,121.1,0.0,2008,May
PORT LAW,9.1,24.0,-3.0,0.0,102.6,0.0,2008,May
POWASSAN,9.7,22.5,-1.5,0.0,121.8,0.0,2008,May
PRICEVILLE,,,,0.0,134.0,,2008,May
RAVENSCLIFFE,9.9,23.5,-3.5,0.0,127.0,0.0,2008,May
SHANTY BAY,10.3,26.5,-1.5,0.1,99.3,0.8,2008,May
BARRIE-ORO,9.4,25.6,-3.2,,104.2,0.8,2008,May
SPRUCEDALE,,,,0.0,139.2,,2008,May
THORNBURY 3,,,,0.0,109.5,,2008,May
UDORA,10.3,27.0,-2.0,0.0,107.4,1.0,2008,May
WIARTON A,9.1,23.4,-0.3,0.0,137.5,0.0,2008,May
WILDER LAKE,9.4,24.5,-2.0,0.0,134.8,0.8,2008,May
BORDEN AWOS,9.8,27.7,-4.7,,,0.5,2008,May
EGBERT CS,9.9,25.9,-3.0,,59.2,0.0,2008,May
BLYTH,10.7,27.0,0.0,0.0,160.5,3.3,2008,May
CYPRUS LAKE CS,7.9,21.1,-3.0,,115.3,0.0,2008,May
GODERICH,9.9,24.1,-0.1,,78.6,0.0,2008,May
KINCARDINE,10.1,22.0,-0.5,0.0,100.8,0.0,2008,May
PETROLIA ROKEBY,11.6,30.0,-1.5,0.0,70.3,6.0,2008,May
SARNIA CHRIS HADFIELD A,11.3,29.3,1.4,,63.5,1.1,2008,May
SARNIA CLIMATE,11.3,29.3,1.3,,68.4,1.2,2008,May
SOUTHAMPTON 2,9.9,25.5,0.0,0.0,129.1,1.0,2008,May
TARA,10.3,25.0,-1.0,0.0,140.0,0.5,2008,May
TOBERMORY RCS,7.9,17.9,-0.6,,109.3,0.0,2008,May
THEDFORD,11.7,29.5,-1.0,0.0,75.0,5.5,2008,May
AMHERSTBURG,14.1,30.0,2.0,0.0,45.2,11.6,2008,May
BLENHEIM 1,11.9,27.5,0.0,0.0,47.8,2.6,2008,May
CHATHAM WPCP,12.6,25.0,3.0,0.0,29.3,0.5,2008,May
DELHI CS,11.2,25.3,-2.3,,122.0,0.2,2008,May
FORT ERIE,10.8,23.0,-2.0,0.0,42.9,0.0,2008,May
GRIMSBY MOUNTAIN,12.4,26.6,0.5,0.0,54.4,1.3,2008,May
HARROW CDA AUTO,12.2,28.3,1.6,,52.9,8.2,2008,May
KINGSVILLE MOE,13.0,27.0,4.0,0.0,67.3,7.3,2008,May
LONG POINT (AUT),10.8,22.8,4.3,,,0.0,2008,May
MORPETH,,,,0.0,66.0,,2008,May
NEW GLASGOW,11.8,27.0,2.0,0.0,81.0,5.0,2008,May
PORT COLBORNE,11.9,23.0,2.0,0.0,65.9,0.0,2008,May
PORT WELLER (AUT),11.8,23.5,3.3,,49.7,0.0,2008,May
RIDGETOWN RCS,11.3,28.4,1.2,,93.8,4.1,2008,May
RIDGEVILLE,12.2,24.0,3.0,0.0,73.7,1.0,2008,May
ST THOMAS WPCP,11.2,27.0,-6.0,0.0,23.2,0.5,2008,May
TILLSONBURG NORTH,12.0,26.5,0.9,0.0,108.5,2.9,2008,May
TILLSONBURG WWTP,,,,0.0,102.7,,2008,May
VINELAND,12.8,26.0,4.0,0.0,47.4,1.3,2008,May
VINELAND STATION RCS,12.2,26.4,-0.3,,47.4,3.1,2008,May
WATERFORD,,,,0.0,87.2,,2008,May
WELLAND,12.2,24.0,2.5,0.0,70.5,1.5,2008,May
WELLAND-PELHAM,11.0,23.0,-2.5,,60.1,0.0,2008,May
WINDSOR RIVERSIDE,14.0,30.5,3.0,0.0,63.9,13.4,2008,May
WINDSOR A,13.7,30.0,3.6,0.0,64.0,11.6,2008,May
PORT COLBORNE (AUT),10.2,16.0,4.0,,,0.0,2008,May
ERIEAU (AUT),11.0,25.4,4.0,,51.4,1.4,2008,May
POINT PELEE CS,10.0,21.0,0.7,,,0.0,2008,May
BRANTFORD MOE,11.9,27.0,-4.0,0.0,41.1,0.0,2008,May
DORCHESTER,,,,0.0,101.1,,2008,May
ELORA RCS,9.9,25.9,-3.3,,86.1,0.2,2008,May
FERGUS SHAND DAM,10.3,25.0,-1.0,0.0,97.8,0.0,2008,May
FERGUS MOE,9.8,25.0,-2.0,0.0,97.2,0.0,2008,May
FOLDENS,11.6,26.5,0.0,0.0,103.0,1.6,2008,May
GLEN ALLAN,10.5,25.0,-1.0,0.0,84.0,0.0,2008,May
GUELPH TURFGRASS,10.1,26.2,-4.1,,,1.1,2008,May
JAMESTOWN,,,,0.0,101.8,,2008,May
LONDON CS,11.3,28.1,-1.4,,89.4,2.1,2008,May
MOUNT FOREST (AUT),9.5,24.6,-1.6,,106.6,0.3,2008,May
ROSEVILLE,11.1,27.0,-5.0,0.0,66.0,1.5,2008,May
SCOTLAND,11.5,27.5,-0.5,0.0,98.7,2.8,2008,May
STRATFORD MOE,11.0,27.0,-1.0,0.0,46.0,0.0,2008,May
STRATHROY-MULLIFARRY,11.5,29.0,-0.5,0.0,85.4,4.5,2008,May
REGION OF WATERLOO INT'L AIRPORT,10.2,26.9,-4.3,,62.5,0.7,2008,May
WOODSTOCK,16.3,24.0,7.0,0.0,3.8,1.5,2008,May
ALBERTON,10.4,26.5,-3.0,0.0,69.1,0.0,2008,May
AURORA NE,,,,0.0,83.2,,2008,May
BELLEVILLE,12.6,23.0,0.5,0.0,93.5,0.0,2008,May
BLACKSTOCK,10.8,24.0,-2.0,0.0,91.8,0.0,2008,May
BLOOMFIELD,,,,0.0,79.6,,2008,May
BURLINGTON PIERS (AUT),11.9,26.2,4.2,,,2.5,2008,May
CENTREVILLE,11.8,24.5,-1.0,0.0,77.2,0.0,2008,May
COBOURG (AUT),9.8,20.6,-1.0,,59.3,0.0,2008,May
COBOURG STP,10.1,20.0,-3.0,0.0,16.9,0.0,2008,May
GEORGETOWN WWTP,9.7,23.0,-4.0,0.0,37.8,0.0,2008,May
HAMILTON A,11.1,26.9,0.2,0.0,68.4,0.3,2008,May
HAMILTON RBG CS,11.3,28.3,-2.2,,64.4,1.9,2008,May
KALADAR,11.7,24.5,-1.0,0.0,95.0,0.0,2008,May
MARSH HILL,9.5,25.5,-1.5,0.0,86.8,0.3,2008,May
OAKVILLE TWN,12.7,29.0,0.4,0.0,28.0,2.5,2008,May
ORANGEVILLE MOE,9.5,25.0,-4.0,0.0,73.8,0.0,2008,May
OSHAWA WPCP,11.2,21.5,1.0,0.0,47.6,0.0,2008,May
POINT PETRE (AUT),9.3,19.5,0.6,,59.8,0.0,2008,May
RICHMOND HILL,12.0,27.5,1.5,0.0,70.6,2.3,2008,May
SANDHILL,,,,0.0,73.0,,2008,May
STIRLING,,,,0.0,79.7,,2008,May
TORONTO CITY,12.7,28.0,3.5,,53.7,3.4,2008,May
TORONTO BURNHAMTHORPE,,,,0.0,62.6,,2008,May
TORONTO CITY CENTRE,11.6,27.3,2.2,,51.5,0.7,2008,May
TORONTO LESTER B. PEARSON INT'L A,11.8,28.3,0.6,0.0,68.8,2.5,2008,May
TORONTO EAST YORK DUSTAN,12.4,28.0,-0.5,0.0,57.8,2.1,2008,May
TRENTON A,11.5,23.0,-2.1,0.0,115.1,0.0,2008,May
WOOLER,12.0,24.0,-1.5,0.0,96.4,0.0,2008,May
MOUNTAINVIEW,11.8,23.0,0.0,0.0,85.0,0.0,2008,May
TORONTO BUTTONVILLE A,11.6,27.1,-2.0,0.0,75.1,2.1,2008,May
TORONTO NORTH YORK,11.5,27.5,-3.0,0.0,65.5,1.3,2008,May
COE HILL,10.4,23.5,-2.5,0.0,77.5,0.0,2008,May
HALIBURTON 3,9.1,23.5,-3.5,0.0,121.6,0.0,2008,May
HARTLEY,10.2,25.0,-1.0,0.0,74.8,0.0,2008,May
LINDSAY FROST,11.7,25.5,1.0,0.0,113.6,0.0,2008,May
MINDEN,10.2,24.0,-2.0,0.0,138.0,0.0,2008,May
PETERBOROUGH AWOS,10.6,24.9,-3.7,,91.5,0.0,2008,May
PETERBOROUGH TRENT U,10.6,23.5,-2.0,0.0,90.7,0.0,2008,May
PETERBOROUGH TRENT U,10.5,24.5,-2.1,,94.9,0.0,2008,May
SONYA SUNDANCE MEADOWS,,,,0.0,109.8,,2008,May
TAPLEY,,,,0.0,77.0,,2008,May
BANCROFT AUTO,9.4,24.2,-4.2,,78.1,0.0,2008,May
ATTAWAPISKAT A,3.4,29.2,-9.9,,17.9,0.0,2020,May
BIG TROUT LAKE A,4.2,23.4,-10.2,,24.7,0.0,2020,May
BIG TROUT LAKE,4.3,23.4,-10.8,,37.3,0.0,2020,May
EAR FALLS (AUT),9.5,29.0,-6.8,,39.9,4.1,2020,May
FORT SEVERN A,0.8,23.3,-11.7,,22.9,0.0,2020,May
LANSDOWNE HOUSE A,5.7,29.1,-13.1,,25.1,0.5,2020,May
LANSDOWNE HOUSE (AUT),5.9,29.5,-12.9,,,0.6,2020,May
MUSKRAT DAM,5.8,24.8,-10.1,,30.2,0.0,2020,May
PEAWANUCK (AUT),0.9,26.2,-13.3,,37.9,0.0,2020,May
PEAWANUCK A,1.0,25.8,-13.4,,,0.0,2020,May
PICKLE LAKE (AUT),8.3,27.5,-9.2,,59.9,7.2,2020,May
PICKLE LAKE A,8.6,27.7,-9.4,,0.4,7.3,2020,May
RED LAKE A,9.0,29.6,-7.1,,,7.3,2020,May
SANDY LAKE A,6.3,28.4,-8.5,,31.8,0.4,2020,May
BARWICK,10.7,27.0,-7.0,0.0,33.2,5.4,2020,May
ATIKOKAN (AUT),10.1,27.4,-7.8,,31.8,5.6,2020,May
FORT FRANCES RCS,10.0,27.7,-7.8,,31.7,3.8,2020,May
MINE CENTRE SOUTHWEST,10.2,28.0,-8.0,0.0,39.3,5.3,2020,May
DRYDEN REGIONAL,10.4,28.2,-5.9,,27.2,7.1,2020,May
KENORA RCS,10.7,26.6,-5.5,,28.3,5.8,2020,May
KENORA A,10.7,26.6,-5.5,2.2,29.7,6.1,2020,May
RAWSON LAKE,8.4,22.5,-5.0,2.0,22.2,0.0,2020,May
RAWSON LAKE (AUT),10.6,26.5,-5.0,,,4.4,2020,May
SIOUX LOOKOUT A,10.0,28.6,-7.8,0.0,0.0,7.6,2020,May
SIOUX LOOKOUT AIRPORT,9.9,29.1,-7.7,,35.6,9.9,2020,May
ARMSTRONG (AUT),7.9,27.5,-11.1,,24.6,2.3,2020,May
ARMSTRONG A,7.9,27.9,-9.2,,34.2,3.1,2020,May
CAMERON FALLS (AUT),8.1,26.5,-6.3,,17.6,1.4,2020,May
CARIBOU ISLAND (AUT),5.5,19.9,-4.1,,31.4,0.0,2020,May
GERALDTON A,8.0,30.5,-10.0,2.2,31.8,10.5,2020,May
GERALDTON A,8.0,30.5,-10.0,,,10.5,2020,May
GERALDTON AIRPORT,8.0,29.9,-9.9,,27.9,8.7,2020,May
HAZELWOOD,,,,1.4,47.6,,2020,May
MARATHON A,6.2,24.5,-11.7,,,0.0,2020,May
PUKASKWA (AUT),6.9,22.6,-8.5,,19.5,0.0,2020,May
TERRACE BAY AIRPORT,6.5,24.1,-9.6,,45.7,0.0,2020,May
THUNDER BAY,10.7,28.1,-7.6,,35.3,2.3,2020,May
THUNDER BAY A,9.2,28.1,-7.6,,,2.3,2020,May
THUNDER BAY CS,8.8,27.5,-8.4,,35.0,2.2,2020,May
UPSALA (AUT),9.2,28.0,-9.1,,26.2,4.8,2020,May
WELCOME ISLAND (AUT),7.8,19.6,-4.7,,45.2,0.0,2020,May
LAKE SUPERIOR PROVINCIAL PARK,7.5,29.3,-8.6,,39.5,12.4,2020,May
SAULT STE MARIE A,9.2,31.3,-6.9,2.0,55.2,12.7,2020,May
SAULT STE. MARIE AIRPORT,9.5,30.9,-5.3,,44.9,12.8,2020,May
WAWA A,7.4,26.9,-8.1,,,3.8,2020,May
KILLARNEY (AUT),8.9,19.8,-3.0,,,0.0,2020,May
CHAPLEAU A,8.1,30.9,-7.8,,,19.7,2020,May
MASSEY,10.4,31.5,-5.0,5.8,49.3,14.1,2020,May
MONETVILLE 2,10.2,32.0,-4.5,16.4,51.1,12.0,2020,May
SUDBURY CLIMATE,9.7,32.1,-5.8,,35.2,20.9,2020,May
SUDBURY A,10.3,31.7,-5.8,16.4,38.9,21.4,2020,May
BONNER LAKE,7.1,30.5,-9.5,5.6,44.9,10.1,2020,May
EARLTON A,9.2,32.0,-6.4,,43.3,19.9,2020,May
EARLTON CLIMATE,9.3,31.9,-6.3,,41.6,19.4,2020,May
KAPUSKASING A,7.6,30.3,-9.3,6.6,46.4,13.4,2020,May
KAPUSKASING A,7.6,30.3,-9.3,,,13.4,2020,May
KAPUSKASING CDA ON,7.4,30.2,-10.4,,38.5,12.2,2020,May
KIRKLAND LAKE CS,8.4,31.6,-8.0,,,19.5,2020,May
MOOSONEE,3.6,30.8,-16.1,,26.4,6.1,2020,May
MOOSONEE UA,3.5,32.0,-15.0,15.6,17.2,3.0,2020,May
MOOSONEE RCS,4.1,31.3,-14.5,,36.7,6.1,2020,May
NAGAGAMI (AUT),6.9,30.8,-13.4,,66.9,9.8,2020,May
OGOKI POST A,6.2,29.7,-11.5,,12.3,3.6,2020,May
TIMMINS CLIMATE,8.2,30.6,-10.4,,117.3,19.0,2020,May
TIMMINS A,8.1,30.9,-10.5,,,18.6,2020,May
ALGONQUIN PARK EAST GATE,9.4,32.7,-7.8,,,15.4,2020,May
NORTH BAY A,9.9,32.2,-5.7,,94.5,23.1,2020,May
NORTH BAY AIRPORT,9.9,32.2,-5.6,,76.0,22.8,2020,May
GORE BAY-MANITOULIN,9.8,26.4,-4.1,,63.5,4.9,2020,May
GORE BAY CLIMATE,9.9,26.1,-3.8,,63.9,4.9,2020,May
GREAT DUCK ISLAND (AUT),8.5,20.7,-1.7,,,0.0,2020,May
APPLETON,12.4,34.0,-4.0,2.2,39.0,27.4,2020,May
BROCKVILLE CLIMATE,11.7,31.2,-2.8,,36.0,20.1,2020,May
BROCKVILLE PCC,12.1,29.5,-3.0,5.2,91.8,17.6,2020,May
CORNWALL,13.5,35.0,-2.0,0.0,39.4,35.2,2020,May
DRUMMOND CENTRE,12.6,34.5,-3.0,0.0,34.2,27.5,2020,May
GRENADIER ISLAND,12.3,31.4,-2.6,,,20.9,2020,May
HARTINGTON IHD,12.4,30.5,-3.5,0.0,39.2,21.2,2020,May
KEMPTVILLE CS,11.8,33.5,-3.0,,,22.5,2020,May
KINGSTON CLIMATE,11.1,29.1,-4.0,,33.2,8.7,2020,May
KINGSTON A,11.1,28.7,-4.1,,,9.5,2020,May
LYNDHURST SHAWMERE,11.4,28.0,-2.0,0.2,33.7,12.1,2020,May
MOOSE CREEK WELLS,11.5,34.5,-3.8,,38.2,23.9,2020,May
OMPAH-SEITZ,12.0,33.0,-5.5,2.0,44.8,24.9,2020,May
OTTAWA CDA,19.9,35.0,4.0,0.0,27.2,30.1,2020,May
OTTAWA CDA RCS,12.9,33.7,-2.7,,48.3,26.2,2020,May
OTTAWA INTL A,12.4,35.0,-4.6,0.4,44.2,25.7,2020,May
PEMBROKE CLIMATE,10.8,35.2,-6.4,,60.8,21.8,2020,May
PETAWAWA AWOS 2,10.7,35.0,-6.3,,34.5,22.3,2020,May
ST. ALBERT,12.3,34.5,-6.0,0.0,51.6,26.7,2020,May
PETAWAWA HOFFMAN,12.5,36.5,-4.5,2.4,75.2,33.2,2020,May
BALDWIN,11.5,33.0,-6.0,0.0,57.4,23.6,2020,May
BARRIE LANDFILL,13.2,31.0,-5.0,0.0,120.4,20.3,2020,May
BEATRICE CLIMATE,9.9,31.2,-6.8,,68.3,14.8,2020,May
COLDWATER WARMINSTER,12.0,31.0,-5.0,5.2,81.0,27.2,2020,May
COLLINGWOOD,10.4,31.9,-2.3,,39.4,19.4,2020,May
LAGOON CITY,11.2,29.6,-2.9,,,18.6,2020,May
MARKDALE,10.7,30.5,-7.0,10.2,109.3,19.4,2020,May
MUSKOKA,10.6,32.4,-6.4,,97.0,19.9,2020,May
ORILLIA BRAIN,11.8,31.0,-3.5,0.6,86.0,27.8,2020,May
PARRY SOUND CCG,11.2,31.9,-2.7,,28.3,21.7,2020,May
SHANTY BAY,11.4,31.0,-4.5,15.4,109.4,23.4,2020,May
BARRIE-ORO,10.5,30.3,-5.5,,,16.8,2020,May
SPRUCEDALE,,,,14.6,49.5,,2020,May
THORNBURY 3,,,,2.0,51.8,,2020,May
UDORA,11.6,31.5,-4.5,3.0,42.4,25.9,2020,May
WIARTON A,9.9,30.8,-5.0,,,14.5,2020,May
WIARTON A,9.9,30.8,-5.0,5.2,51.2,14.5,2020,May
WESTERN ISLAND (AUT),9.2,28.5,-2.6,,,7.8,2020,May
BORDEN AWOS,10.6,33.6,-8.2,,65.0,21.5,2020,May
EGBERT CS,10.7,30.5,-5.1,,76.2,22.0,2020,May
COVE ISLAND (AUT),7.8,25.3,-1.5,,,0.0,2020,May
GODERICH,10.7,29.3,-6.0,,39.8,23.1,2020,May
KINCARDINE,8.3,30.5,-3.0,0.8,4.8,12.3,2020,May
SARNIA,12.1,31.8,-2.6,,55.7,28.6,2020,May
SARNIA CLIMATE,12.1,32.0,-3.4,,49.5,28.5,2020,May
TOBERMORY RCS,9.3,26.5,-3.0,,37.1,6.2,2020,May
WROXETER,,,,0.0,0.0,,2020,May
AMHERSTBURG,14.6,32.5,-2.0,0.0,92.0,31.1,2020,May
CHATHAM KENT,12.3,29.5,-3.6,,57.4,21.8,2020,May
DELHI CS,12.3,32.5,-3.8,,46.6,25.2,2020,May
FORT ERIE,12.0,29.5,-3.0,0.0,48.3,10.4,2020,May
GRIMSBY MOUNTAIN,12.5,32.5,-2.0,0.0,64.3,31.6,2020,May
HARROW CDA AUTO,13.2,30.4,-3.3,,92.8,22.0,2020,May
KINGSVILLE MOE,13.9,29.5,-2.0,0.0,116.8,20.4,2020,May
NEW GLASGOW,12.5,28.0,-3.0,0.0,65.5,21.0,2020,May
PORT COLBORNE,13.7,32.0,-1.0,0.0,56.4,18.3,2020,May
PORT WELLER (AUT),11.4,30.0,0.0,,40.3,8.6,2020,May
RIDGETOWN RCS,12.5,30.2,-4.5,,72.5,25.5,2020,May
RIDGEVILLE,12.7,33.0,-3.0,0.0,64.0,28.0,2020,May
ST CATHARINES A,12.4,32.4,-2.8,,,27.6,2020,May
ST THOMAS WPCP,12.4,31.5,-3.0,0.0,31.0,21.9,2020,May
TILLSONBURG WWTP,,,,0.0,91.4,,2020,May
VINELAND STATION RCS,10.9,31.4,-0.9,,34.7,12.1,2020,May
WELLAND-PELHAM,12.0,31.9,-2.7,,57.8,22.8,2020,May
WINDSOR RIVERSIDE,14.9,33.0,-1.5,3.2,90.7,38.7,2020,May
WINDSOR A,13.7,31.7,-2.0,,84.9,26.5,2020,May
PORT COLBORNE (AUT),11.9,29.8,-1.7,,,14.4,2020,May
ERIEAU (AUT),11.7,26.2,-1.3,,,7.5,2020,May
POINT PELEE CS,12.3,29.7,-3.8,,65.4,20.7,2020,May
BRANTFORD AIRPORT,11.3,30.7,-5.1,,,22.2,2020,May
ELORA RCS,10.6,30.6,-5.7,,54.7,17.9,2020,May
