Stn_Name,Tm,Tx,Tn,S,P,CDD,Year,Weather_Month,Fire_Month,Fires_Ontario_Total
ELORA RCS,11.5,27.1,-2.1,,79.3,1.0,2009,May,June,140
FERGUS SHAND DAM,12.2,26.5,-1.0,0.0,84.6,1.8,2009,May,June,140
FERGUS MOE,11.7,26.5,-2.0,0.0,79.2,0.0,2009,May,June,140
FOLDENS,13.4,25.0,-1.0,0.0,86.1,2.1,2009,May,June,140
GLEN ALLAN,12.4,27.0,-1.0,0.0,115.4,4.5,2009,May,June,140
GUELPH TURFGRASS,11.2,26.5,-4.1,,,0.0,2009,May,June,140
JAMESTOWN,,,,0.0,157.8,,2009,May,June,140
LONDON CS,13.0,26.3,-1.2,,103.9,3.1,2009,May,June,140
MOUNT FOREST (AUT),11.0,26.1,-2.8,,126.2,2.0,2009,May,June,140
ROSEVILLE,12.7,27.0,-1.5,0.0,65.8,1.1,2009,May,June,140
SCOTLAND,13.0,27.0,-3.0,0.0,69.2,1.3,2009,May,June,140
STRATFORD MOE,13.6,27.5,-2.0,0.0,76.9,3.3,2009,May,June,140
STRATHROY-MULLIFARRY,13.8,28.0,-1.0,0.0,89.8,5.1,2009,May,June,140
REGION OF WATERLOO INT'L AIRPORT,11.9,27.0,-2.7,,79.0,2.3,2009,May,June,140
WOODSTOCK,12.7,27.0,-2.0,0.0,63.4,1.5,2009,May,June,140
AURORA NE,,,,0.0,130.8,,2009,May,June,140
BELLEVILLE,13.6,25.0,3.0,0.0,89.3,1.3,2009,May,June,140
BLACKSTOCK,12.0,25.0,-2.0,0.0,127.0,1.5,2009,May,June,140
BLOOMFIELD,,,,0.0,106.0,,2009,May,June,140
BURLINGTON PIERS (AUT),12.8,26.2,4.3,,,5.4,2009,May,June,140
CENTREVILLE,12.6,26.5,0.0,0.0,90.0,0.3,2009,May,June,140
COBOURG (AUT),10.5,18.6,0.6,,129.7,0.0,2009,May,June,140
COBOURG STP,11.6,20.0,-0.5,0.0,84.3,0.0,2009,May,June,140
GEORGETOWN WWTP,13.2,28.5,-2.0,0.0,42.8,0.5,2009,May,June,140
HAMILTON A,12.2,26.0,-0.3,0.0,69.4,0.0,2009,May,June,140
HAMILTON RBG CS,12.5,27.6,-0.2,,39.5,5.8,2009,May,June,140
KALADAR,12.0,27.5,-1.0,0.0,93.6,0.0,2009,May,June,140
MARSH HILL,12.5,28.5,-1.0,0.0,121.5,5.6,2009,May,June,140
OAKVILLE TWN,13.4,29.0,1.0,0.0,43.1,8.7,2009,May,June,140
ORANGEVILLE MOE,11.5,27.0,-2.5,0.0,102.2,4.3,2009,May,June,140
OSHAWA WPCP,12.1,23.5,0.0,0.0,124.7,0.0,2009,May,June,140
POINT PETRE (AUT),10.3,20.4,1.9,,76.5,0.0,2009,May,June,140
RICHMOND HILL,13.5,29.5,0.0,0.0,98.8,3.3,2009,May,June,140
SANDHILL,,,,0.0,89.6,,2009,May,June,140
STIRLING,,,,0.0,75.2,,2009,May,June,140
TORONTO CITY,14.1,26.3,3.4,,55.6,3.3,2009,May,June,140
TORONTO CITY CENTRE,12.0,23.9,2.7,,75.0,0.0,2009,May,June,140
TORONTO LESTER B. PEARSON INT'L A,13.1,29.1,0.3,0.0,60.8,6.9,2009,May,June,140
TORONTO EAST YORK DUSTAN,13.9,29.5,1.5,0.0,67.2,5.7,2009,May,June,140
TRENTON A,12.3,25.6,0.5,0.0,104.9,0.6,2009,May,June,140
WOOLER,13.1,26.5,0.5,0.0,126.0,1.8,2009,May,June,140
MOUNTAINVIEW,13.0,26.0,1.5,0.0,119.4,0.0,2009,May,June,140
TORONTO BUTTONVILLE A,12.8,29.5,-1.0,0.0,100.8,1.9,2009,May,June,140
TORONTO NORTH YORK,13.2,29.5,-1.5,0.0,82.2,1.6,2009,May,June,140
COE HILL,10.7,23.0,-2.5,0.0,67.0,0.5,2009,May,June,140
HALIBURTON 3,10.3,27.0,-5.5,1.2,126.2,0.0,2009,May,June,140
LINDSAY FROST,13.0,26.5,0.5,0.0,95.4,1.8,2009,May,June,140
MINDEN,11.5,28.0,-3.0,0.8,54.6,0.0,2009,May,June,140
PETERBOROUGH AWOS,11.6,26.4,-1.3,,158.5,0.9,2009,May,June,140
PETERBOROUGH TRENT U,11.7,26.0,-2.0,0.0,113.4,0.0,2009,May,June,140
PETERBOROUGH TRENT U,11.5,26.8,-2.1,,129.2,0.0,2009,May,June,140
SONYA SUNDANCE MEADOWS,,,,0.0,135.2,,2009,May,June,140
TAPLEY,,,,0.0,137.1,,2009,May,June,140
BANCROFT AUTO,10.3,28.5,-4.0,,112.0,3.6,2009,May,June,140
BIG TROUT LAKE READAC,2.7,23.3,-14.7,,27.5,0.0,2008,May,June,34
EAR FALLS (AUT),5.8,22.1,-4.9,,61.2,0.0,2008,May,June,34
FORT SEVERN A,0.9,19.4,-9.8,,,0.0,2008,May,June,34
LANSDOWNE HOUSE (AUT),4.3,26.5,-15.2,,54.7,0.0,2008,May,June,34
"MUSKRAT DAM 'A', ONTARIO",3.5,25.6,-11.2,,,0.0,2008,May,June,34
PEAWANUCK (AUT),0.6,17.7,-10.6,,21.5,0.0,2008,May,June,34
PICKLE LAKE (AUT),4.7,24.9,-9.4,,52.5,0.0,2008,May,June,34
PICKLE LAKE A,4.8,23.2,-9.4,14.6,62.8,0.0,2008,May,June,34
RED LAKE A,6.6,23.8,-5.2,0.0,46.4,0.0,2008,May,June,34
SANDY LAKE,5.4,26.3,-8.2,,,0.1,2008,May,June,34
BARWICK,7.9,23.0,-4.5,1.8,62.6,0.0,2008,May,June,34
ATIKOKAN (AUT),7.0,23.5,-6.8,,122.8,0.0,2008,May,June,34
FORT FRANCES RCS,7.6,26.1,-4.6,,95.6,0.0,2008,May,June,34
FORT FRANCES A,7.7,27.0,-6.0,0.0,106.5,0.0,2008,May,June,34
MINE CENTRE SOUTHWEST,7.3,26.0,-7.0,0.0,102.9,0.0,2008,May,June,34
DRYDEN 'A' (AUT),7.1,23.6,-6.9,,85.5,0.0,2008,May,June,34
GRASSY NARROWS,,,,0.0,26.0,,2008,May,June,34
KENORA A,8.1,22.9,-4.7,0.0,45.0,0.0,2008,May,June,34
RAWSON LAKE,8.0,23.5,-6.5,0.0,44.5,0.0,2008,May,June,34
SIOUX LOOKOUT A,7.0,24.5,-3.9,3.8,85.4,0.0,2008,May,June,34
ARMSTRONG (AUT),5.1,23.0,-8.3,,86.2,0.0,2008,May,June,34
CAMERON FALLS (AUT),6.4,23.9,-5.2,,80.6,0.0,2008,May,June,34
GERALDTON A,5.8,22.4,-5.5,14.6,98.6,0.0,2008,May,June,34
FLINT,7.1,24.5,-8.0,0.0,97.0,0.0,2008,May,June,34
PUKASKWA (AUT),5.6,15.0,-3.9,,8.0,0.0,2008,May,June,34
STURGEON RIVER,6.2,24.5,-6.0,9.7,93.1,0.0,2008,May,June,34
THUNDER BAY AWOS,7.4,25.2,-6.3,,76.5,0.0,2008,May,June,34
THUNDER BAY BURWOOD,7.9,25.5,-4.5,0.0,85.6,0.0,2008,May,June,34
THUNDER BAY CS,7.5,24.8,-5.9,,76.8,0.0,2008,May,June,34
UPSALA (AUT),6.3,23.1,-7.0,,117.3,0.0,2008,May,June,34
WELCOME ISLAND (AUT),6.8,18.5,-1.0,,27.0,0.0,2008,May,June,34
WHITEFISH LAKE,6.9,24.5,-8.0,13.0,101.2,0.0,2008,May,June,34
ELLIOT LAKE A,9.0,24.2,-2.0,0.0,93.4,0.0,2008,May,June,34
IRON BRIDGE,,,,0.0,83.7,,2008,May,June,34
SAULT STE MARIE A,7.7,20.6,-3.6,,70.6,0.0,2008,May,June,34
WAWA A,5.8,18.0,-5.7,3.6,98.8,0.0,2008,May,June,34
KILLARNEY (AUT),8.6,20.8,0.7,,46.8,0.0,2008,May,June,34
CHAPLEAU A,7.2,22.7,-5.9,8.4,112.6,0.0,2008,May,June,34
MASSEY,9.2,23.5,-3.5,0.0,77.4,0.0,2008,May,June,34
MONETVILLE,9.5,23.0,-3.0,0.0,119.1,0.0,2008,May,June,34
SUDBURY A,9.3,24.8,-1.3,0.0,94.4,0.0,2008,May,June,34
BONNER LAKE,6.9,21.5,-5.5,26.0,97.1,0.0,2008,May,June,34
EARLTON AWOS,8.6,23.4,-3.1,,92.0,0.0,2008,May,June,34
KAPUSKASING A,7.0,21.6,-4.5,16.0,108.6,0.0,2008,May,June,34
KAPUSKASING CDA ON,6.3,19.9,-3.3,,101.4,0.0,2008,May,June,34
KIRKLAND LAKE CS,7.9,21.9,-4.6,,107.7,0.0,2008,May,June,34
MOOSONEE UA,5.4,19.0,-8.5,4.3,117.0,0.0,2008,May,June,34
MOOSONEE AWOS,5.3,18.3,-6.4,,107.5,0.0,2008,May,June,34
MOOSONEE RCS,5.3,18.6,-8.0,,147.8,0.0,2008,May,June,34
NAGAGAMI (AUT),5.8,22.5,-4.0,,128.5,0.0,2008,May,June,34
TIMMINS VICTOR POWER A,7.6,22.2,-4.9,8.2,127.4,0.0,2008,May,June,34
ALGONQUIN PARK EAST GATE,8.5,23.2,-4.7,,80.1,0.0,2008,May,June,34
NORTH BAY A,9.6,22.4,-1.3,1.2,134.6,0.0,2008,May,June,34
GORE BAY  AWOS,9.1,23.1,-2.6,,82.0,0.0,2008,May,June,34
SANDFIELD,8.6,22.0,-3.5,0.0,94.4,0.0,2008,May,June,34
APPLETON,11.2,24.0,-2.0,0.0,51.2,0.0,2008,May,June,34
BROCKVILLE PCC,12.4,24.0,1.0,0.0,74.2,0.0,2008,May,June,34
CHALK RIVER AECL,10.8,24.5,-2.0,0.0,28.8,0.0,2008,May,June,34
COMBERMERE,9.9,24.0,-2.0,0.0,70.2,0.0,2008,May,June,34
CORNWALL,13.1,27.0,2.0,0.0,77.7,0.8,2008,May,June,34
DRUMMOND CENTRE,12.0,25.5,-2.0,0.0,73.8,0.3,2008,May,June,34
GRENADIER ISLAND,12.0,23.6,1.6,,,0.0,2008,May,June,34
HARTINGTON IHD,11.9,23.5,1.0,0.0,92.4,0.0,2008,May,June,34
KEMPTVILLE CS,11.6,24.7,0.4,,76.2,0.0,2008,May,June,34
LYNDHURST SHAWMERE,12.1,24.5,0.0,0.0,61.0,0.0,2008,May,June,34
MORRISBURG,12.8,25.0,1.0,0.0,64.4,0.0,2008,May,June,34
OAK VALLEY,12.0,24.0,-2.0,0.0,88.8,0.5,2008,May,June,34
OMPAH,10.0,25.0,-4.5,0.0,76.4,0.0,2008,May,June,34
OMPAH-SEITZ,11.4,24.5,-2.0,0.0,72.2,0.0,2008,May,June,34
OTTAWA CDA,12.1,24.3,-2.0,0.0,82.6,0.0,2008,May,June,34
OTTAWA CDA RCS,11.9,23.9,-1.5,,75.7,0.0,2008,May,June,34
OTTAWA MACDONALD-CARTIER INT'L A,12.0,24.4,-1.8,0.0,91.8,0.0,2008,May,June,34
PETAWAWA A,9.7,24.8,-2.6,,85.0,0.0,2008,May,June,34
RUSSELL,12.7,25.2,-1.0,0.0,100.4,0.0,2008,May,June,34
ST. ALBERT,12.4,26.0,-0.5,0.0,117.0,0.0,2008,May,June,34
PETAWAWA HOFFMAN,11.3,26.5,-2.0,0.0,106.4,0.0,2008,May,June,34
BALACLAVA,,,,0.0,119.4,,2008,May,June,34
BALDWIN,10.8,27.0,-3.0,0.0,96.8,0.5,2008,May,June,34
BARRIE WPCC,8.5,21.0,-2.0,0.0,30.0,0.0,2008,May,June,34
BEATRICE 2,8.7,23.5,-5.0,0.0,119.4,0.0,2008,May,June,34
BEATRICE CLIMATE,8.5,23.2,-4.6,,131.5,0.0,2008,May,June,34
BURK'S FALLS,,,,0.0,111.0,,2008,May,June,34
CHATSWORTH,9.7,25.5,-2.5,0.0,121.5,0.0,2008,May,June,34
COLDWATER WARMINSTER,10.7,25.5,0.0,0.0,125.0,1.3,2008,May,June,34
COLLINGWOOD,10.3,26.6,0.7,,84.5,0.0,2008,May,June,34
DUNCHURCH,9.5,22.0,-2.0,0.0,128.0,0.0,2008,May,June,34
HANOVER,9.9,25.5,-2.0,0.0,133.4,1.3,2008,May,June,34
LAGOON CITY,9.7,20.7,1.7,,117.8,0.0,2008,May,June,34
MARKDALE,9.3,24.5,-3.5,0.0,108.9,0.0,2008,May,June,34
MIDLAND WATER POLLUTION CONTROL PLANT,10.5,23.5,1.0,0.0,60.5,0.0,2008,May,June,34
MUSKOKA AWOS,9.1,24.2,-3.8,,117.0,0.0,2008,May,June,34
NIPISSING,,,,0.0,91.2,,2008,May,June,34
PARRY SOUND CCG,9.6,19.4,-0.8,,121.3,0.0,2008,May,June,34
PARRY SOUND HARBOUR,9.9,21.0,-1.0,0.0,121.1,0.0,2008,May,June,34
PORT LAW,9.1,24.0,-3.0,0.0,102.6,0.0,2008,May,June,34
POWASSAN,9.7,22.5,-1.5,0.0,121.8,0.0,2008,May,June,34
PRICEVILLE,,,,0.0,134.0,,2008,May,June,34
RAVENSCLIFFE,9.9,23.5,-3.5,0.0,127.0,0.0,2008,May,June,34
SHANTY BAY,10.3,26.5,-1.5,0.1,99.3,0.8,2008,May,June,34
BARRIE-ORO,9.4,25.6,-3.2,,104.2,0.8,2008,May,June,34
SPRUCEDALE,,,,0.0,139.2,,2008,May,June,34
THORNBURY 3,,,,0.0,109.5,,2008,May,June,34
UDORA,10.3,27.0,-2.0,0.0,107.4,1.0,2008,May,June,34
WIARTON A,9.1,23.4,-0.3,0.0,137.5,0.0,2008,May,June,34
WILDER LAKE,9.4,24.5,-2.0,0.0,134.8,0.8,2008,May,June,34
BORDEN AWOS,9.8,27.7,-4.7,,,0.5,2008,May,June,34
EGBERT CS,9.9,25.9,-3.0,,59.2,0.0,2008,May,June,34
BLYTH,10.7,27.0,0.0,0.0,160.5,3.3,2008,May,June,34
CYPRUS LAKE CS,7.9,21.1,-3.0,,115.3,0.0,2008,May,June,34
GODERICH,9.9,24.1,-0.1,,78.6,0.0,2008,May,June,34
KINCARDINE,10.1,22.0,-0.5,0.0,100.8,0.0,2008,May,June,34
PETROLIA ROKEBY,11.6,30.0,-1.5,0.0,70.3,6.0,2008,May,June,34
SARNIA CHRIS HADFIELD A,11.3,29.3,1.4,,63.5,1.1,2008,May,June,34
SARNIA CLIMATE,11.3,29.3,1.3,,68.4,1.2,2008,May,June,34
SOUTHAMPTON 2,9.9,25.5,0.0,0.0,129.1,1.0,2008,May,June,34
TARA,10.3,25.0,-1.0,0.0,140.0,0.5,2008,May,June,34
TOBERMORY RCS,7.9,17.9,-0.6,,109.3,0.0,2008,May,June,34
THEDFORD,11.7,29.5,-1.0,0.0,75.0,5.5,2008,May,June,34
AMHERSTBURG,14.1,30.0,2.0,0.0,45.2,11.6,2008,May,June,34
BLENHEIM 1,11.9,27.5,0.0,0.0,47.8,2.6,2008,May,June,34
CHATHAM WPCP,12.6,25.0,3.0,0.0,29.3,0.5,2008,May,June,34
DELHI CS,11.2,25.3,-2.3,,122.0,0.2,2008,May,June,34
FORT ERIE,10.8,23.0,-2.0,0.0,42.9,0.0,2008,May,June,34
GRIMSBY MOUNTAIN,12.4,26.6,0.5,0.0,54.4,1.3,2008,May,June,34
HARROW CDA AUTO,12.2,28.3,1.6,,52.9,8.2,2008,May,June,34
KINGSVILLE MOE,13.0,27.0,4.0,0.0,67.3,7.3,2008,May,June,34
LONG POINT (AUT),10.8,22.8,4.3,,,0.0,2008,May,June,34
MORPETH,,,,0.0,66.0,,2008,May,June,34
NEW GLASGOW,11.8,27.0,2.0,0.0,81.0,5.0,2008,May,June,34
PORT COLBORNE,11.9,23.0,2.0,0.0,65.9,0.0,2008,May,June,34
PORT WELLER (AUT),11.8,23.5,3.3,,49.7,0.0,2008,May,June,34
RIDGETOWN RCS,11.3,28.4,1.2,,93.8,4.1,2008,May,June,34
RIDGEVILLE,12.2,24.0,3.0,0.0,73.7,1.0,2008,May,June,34
ST THOMAS WPCP,11.2,27.0,-6.0,0.0,23.2,0.5,2008,May,June,34
TILLSONBURG NORTH,12.0,26.5,0.9,0.0,108.5,2.9,2008,May,June,34
TILLSONBURG WWTP,,,,0.0,102.7,,2008,May,June,34
VINELAND,12.8,26.0,4.0,0.0,47.4,1.3,2008,May,June,34
VINELAND STATION RCS,12.2,26.4,-0.3,,47.4,3.1,2008,May,June,34
WATERFORD,,,,0.0,87.2,,2008,May,June,34
WELLAND,12.2,24.0,2.5,0.0,70.5,1.5,2008,May,June,34
WELLAND-PELHAM,11.0,23.0,-2.5,,60.1,0.0,2008,May,June,34
WINDSOR RIVERSIDE,14.0,30.5,3.0,0.0,63.9,13.4,2008,May,June,34
WINDSOR A,13.7,30.0,3.6,0.0,64.0,11.6,2008,May,June,34
PORT COLBORNE (AUT),10.2,16.0,4.0,,,0.0,2008,May,June,34
ERIEAU (AUT),11.0,25.4,4.0,,51.4,1.4,2008,May,June,34
POINT PELEE CS,10.0,21.0,0.7,,,0.0,2008,May,June,34
BRANTFORD MOE,11.9,27.0,-4.0,0.0,41.1,0.0,2008,May,June,34
DORCHESTER,,,,0.0,101.1,,2008,May,June,34
ELORA RCS,9.9,25.9,-3.3,,86.1,0.2,2008,May,June,34
FERGUS SHAND DAM,10.3,25.0,-1.0,0.0,97.8,0.0,2008,May,June,34
FERGUS MOE,9.8,25.0,-2.0,0.0,97.2,0.0,2008,May,June,34
FOLDENS,11.6,26.5,0.0,0.0,103.0,1.6,2008,May,June,34
GLEN ALLAN,10.5,25.0,-1.0,0.0,84.0,0.0,2008,May,June,34
GUELPH TURFGRASS,10.1,26.2,-4.1,,,1.1,2008,May,June,34
JAMESTOWN,,,,0.0,101.8,,2008,May,June,34
LONDON CS,11.3,28.1,-1.4,,89.4,2.1,2008,May,June,34
MOUNT FOREST (AUT),9.5,24.6,-1.6,,106.6,0.3,2008,May,June,34
ROSEVILLE,11.1,27.0,-5.0,0.0,66.0,1.5,2008,May,June,34
SCOTLAND,11.5,27.5,-0.5,0.0,98.7,2.8,2008,May,June,34
STRATFORD MOE,11.0,27.0,-1.0,0.0,46.0,0.0,2008,May,June,34
STRATHROY-MULLIFARRY,11.5,29.0,-0.5,0.0,85.4,4.5,2008,May,June,34
REGION OF WATERLOO INT'L AIRPORT,10.2,26.9,-4.3,,62.5,0.7,2008,May,June,34
WOODSTOCK,16.3,24.0,7.0,0.0,3.8,1.5,2008,May,June,34
ALBERTON,10.4,26.5,-3.0,0.0,69.1,0.0,2008,May,June,34
AURORA NE,,,,0.0,83.2,,2008,May,June,34
BELLEVILLE,12.6,23.0,0.5,0.0,93.5,0.0,2008,May,June,34
BLACKSTOCK,10.8,24.0,-2.0,0.0,91.8,0.0,2008,May,June,34
BLOOMFIELD,,,,0.0,79.6,,2008,May,June,34
BURLINGTON PIERS (AUT),11.9,26.2,4.2,,,2.5,2008,May,June,34
CENTREVILLE,11.8,24.5,-1.0,0.0,77.2,0.0,2008,May,June,34
COBOURG (AUT),9.8,20.6,-1.0,,59.3,0.0,2008,May,June,34
COBOURG STP,10.1,20.0,-3.0,0.0,16.9,0.0,2008,May,June,34
GEORGETOWN WWTP,9.7,23.0,-4.0,0.0,37.8,0.0,2008,May,June,34
HAMILTON A,11.1,26.9,0.2,0.0,68.4,0.3,2008,May,June,34
HAMILTON RBG CS,11.3,28.3,-2.2,,64.4,1.9,2008,May,June,34
KALADAR,11.7,24.5,-1.0,0.0,95.0,0.0,2008,May,June,34
MARSH HILL,9.5,25.5,-1.5,0.0,86.8,0.3,2008,May,June,34
OAKVILLE TWN,12.7,29.0,0.4,0.0,28.0,2.5,2008,May,June,34
ORANGEVILLE MOE,9.5,25.0,-4.0,0.0,73.8,0.0,2008,May,June,34
OSHAWA WPCP,11.2,21.5,1.0,0.0,47.6,0.0,2008,May,June,34
POINT PETRE (AUT),9.3,19.5,0.6,,59.8,0.0,2008,May,June,34
RICHMOND HILL,12.0,27.5,1.5,0.0,70.6,2.3,2008,May,June,34
SANDHILL,,,,0.0,73.0,,2008,May,June,34
STIRLING,,,,0.0,79.7,,2008,May,June,34
TORONTO CITY,12.7,28.0,3.5,,53.7,3.4,2008,May,June,34
TORONTO BURNHAMTHORPE,,,,0.0,62.6,,2008,May,June,34
TORONTO CITY CENTRE,11.6,27.3,2.2,,51.5,0.7,2008,May,June,34
TORONTO LESTER B. PEARSON INT'L A,11.8,28.3,0.6,0.0,68.8,2.5,2008,May,June,34
TORONTO EAST YORK DUSTAN,12.4,28.0,-0.5,0.0,57.8,2.1,2008,May,June,34
TRENTON A,11.5,23.0,-2.1,0.0,115.1,0.0,2008,May,June,34
WOOLER,12.0,24.0,-1.5,0.0,96.4,0.0,2008,May,June,34
MOUNTAINVIEW,11.8,23.0,0.0,0.0,85.0,0.0,2008,May,June,34
TORONTO BUTTONVILLE A,11.6,27.1,-2.0,0.0,75.1,2.1,2008,May,June,34
TORONTO NORTH YORK,11.5,27.5,-3.0,0.0,65.5,1.3,2008,May,June,34
COE HILL,10.4,23.5,-2.5,0.0,77.5,0.0,2008,May,June,34
HALIBURTON 3,9.1,23.5,-3.5,0.0,121.6,0.0,2008,May,June,34
HARTLEY,10.2,25.0,-1.0,0.0,74.8,0.0,2008,May,June,34
LINDSAY FROST,11.7,25.5,1.0,0.0,113.6,0.0,2008,May,June,34
MINDEN,10.2,24.0,-2.0,0.0,138.0,0.0,2008,May,June,34
PETERBOROUGH AWOS,10.6,24.9,-3.7,,91.5,0.0,2008,May,June,34
PETERBOROUGH TRENT U,10.6,23.5,-2.0,0.0,90.7,0.0,2008,May,June,34
PETERBOROUGH TRENT U,10.5,24.5,-2.1,,94.9,0.0,2008,May,June,34
SONYA SUNDANCE MEADOWS,,,,0.0,109.8,,2008,May,June,34
TAPLEY,,,,0.0,77.0,,2008,May,June,34
BANCROFT AUTO,9.4,24.2,-4.2,,78.1,0.0,2008,May,June,34
ATTAWAPISKAT A,3.4,29.2,-9.9,,17.9,0.0,2020,May,June,70
BIG TROUT LAKE A,4.2,23.4,-10.2,,24.7,0.0,2020,May,June,70
BIG TROUT LAKE,4.3,23.4,-10.8,,37.3,0.0,2020,May,June,70
EAR FALLS (AUT),9.5,29.0,-6.8,,39.9,4.1,2020,May,June,70
FORT SEVERN A,0.8,23.3,-11.7,,22.9,0.0,2020,May,June,70
LANSDOWNE HOUSE A,5.7,29.1,-13.1,,25.1,0.5,2020,May,June,70
LANSDOWNE HOUSE (AUT),5.9,29.5,-12.9,,,0.6,2020,May,June,70
MUSKRAT DAM,5.8,24.8,-10.1,,30.2,0.0,2020,May,June,70
PEAWANUCK (AUT),0.9,26.2,-13.3,,37.9,0.0,2020,May,June,70
PEAWANUCK A,1.0,25.8,-13.4,,,0.0,2020,May,June,70
PICKLE LAKE (AUT),8.3,27.5,-9.2,,59.9,7.2,2020,May,June,70
PICKLE LAKE A,8.6,27.7,-9.4,,0.4,7.3,2020,May,June,70
RED LAKE A,9.0,29.6,-7.1,,,7.3,2020,May,June,70
SANDY LAKE A,6.3,28.4,-8.5,,31.8,0.4,2020,May,June,70
BARWICK,10.7,27.0,-7.0,0.0,33.2,5.4,2020,May,June,70
ATIKOKAN (AUT),10.1,27.4,-7.8,,31.8,5.6,2020,May,June,70
FORT FRANCES RCS,10.0,27.7,-7.8,,31.7,3.8,2020,May,June,70
MINE CENTRE SOUTHWEST,10.2,28.0,-8.0,0.0,39.3,5.3,2020,May,June,70
DRYDEN REGIONAL,10.4,28.2,-5.9,,27.2,7.1,2020,May,June,70
KENORA RCS,10.7,26.6,-5.5,,28.3,5.8,2020,May,June,70
KENORA A,10.7,26.6,-5.5,2.2,29.7,6.1,2020,May,June,70
RAWSON LAKE,8.4,22.5,-5.0,2.0,22.2,0.0,2020,May,June,70
RAWSON LAKE (AUT),10.6,26.5,-5.0,,,4.4,2020,May,June,70
SIOUX LOOKOUT A,10.0,28.6,-7.8,0.0,0.0,7.6,2020,May,June,70
SIOUX LOOKOUT AIRPORT,9.9,29.1,-7.7,,35.6,9.9,2020,May,June,70
ARMSTRONG (AUT),7.9,27.5,-11.1,,24.6,2.3,2020,May,June,70
ARMSTRONG A,7.9,27.9,-9.2,,34.2,3.1,2020,May,June,70
CAMERON FALLS (AUT),8.1,26.5,-6.3,,17.6,1.4,2020,May,June,70
CARIBOU ISLAND (AUT),5.5,19.9,-4.1,,31.4,0.0,2020,May,June,70
GERALDTON A,8.0,30.5,-10.0,2.2,31.8,10.5,2020,May,June,70
GERALDTON A,8.0,30.5,-10.0,,,10.5,2020,May,June,70
GERALDTON AIRPORT,8.0,29.9,-9.9,,27.9,8.7,2020,May,June,70
HAZELWOOD,,,,1.4,47.6,,2020,May,June,70
MARATHON A,6.2,24.5,-11.7,,,0.0,2020,May,June,70
PUKASKWA (AUT),6.9,22.6,-8.5,,19.5,0.0,2020,May,June,70
TERRACE BAY AIRPORT,6.5,24.1,-9.6,,45.7,0.0,2020,May,June,70
THUNDER BAY,10.7,28.1,-7.6,,35.3,2.3,2020,May,June,70
THUNDER BAY A,9.2,28.1,-7.6,,,2.3,2020,May,June,70
THUNDER BAY CS,8.8,27.5,-8.4,,35.0,2.2,2020,May,June,70
UPSALA (AUT),9.2,28.0,-9.1,,26.2,4.8,2020,May,June,70
WELCOME ISLAND (AUT),7.8,19.6,-4.7,,45.2,0.0,2020,May,June,70
LAKE SUPERIOR PROVINCIAL PARK,7.5,29.3,-8.6,,39.5,12.4,2020,May,June,70
SAULT STE MARIE A,9.2,31.3,-6.9,2.0,55.2,12.7,2020,May,June,70
SAULT STE. MARIE AIRPORT,9.5,30.9,-5.3,,44.9,12.8,2020,May,June,70
WAWA A,7.4,26.9,-8.1,,,3.8,2020,May,June,70
KILLARNEY (AUT),8.9,19.8,-3.0,,,0.0,2020,May,June,70
CHAPLEAU A,8.1,30.9,-7.8,,,19.7,2020,May,June,70
MASSEY,10.4,31.5,-5.0,5.8,49.3,14.1,2020,May,June,70
MONETVILLE 2,10.2,32.0,-4.5,16.4,51.1,12.0,2020,May,June,70
SUDBURY CLIMATE,9.7,32.1,-5.8,,35.2,20.9,2020,May,June,70
SUDBURY A,10.3,31.7,-5.8,16.4,38.9,21.4,2020,May,June,70
BONNER LAKE,7.1,30.5,-9.5,5.6,44.9,10.1,2020,May,June,70
EARLTON A,9.2,32.0,-6.4,,43.3,19.9,2020,May,June,70
EARLTON CLIMATE,9.3,31.9,-6.3,,41.6,19.4,2020,May,June,70
KAPUSKASING A,7.6,30.3,-9.3,6.6,46.4,13.4,2020,May,June,70
KAPUSKASING A,7.6,30.3,-9.3,,,13.4,2020,May,June,70
KAPUSKASING CDA ON,7.4,30.2,-10.4,,38.5,12.2,2020,May,June,70
KIRKLAND LAKE CS,8.4,31.6,-8.0,,,19.5,2020,May,June,70
MOOSONEE,3.6,30.8,-16.1,,26.4,6.1,2020,May,June,70
MOOSONEE UA,3.5,32.0,-15.0,15.6,17.2,3.0,2020,May,June,70
MOOSONEE RCS,4.1,31.3,-14.5,,36.7,6.1,2020,May,June,70
NAGAGAMI (AUT),6.9,30.8,-13.4,,66.9,9.8,2020,May,June,70
OGOKI POST A,6.2,29.7,-11.5,,12.3,3.6,2020,May,June,70
TIMMINS CLIMATE,8.2,30.6,-10.4,,117.3,19.0,2020,May,June,70
TIMMINS A,8.1,30.9,-10.5,,,18.6,2020,May,June,70
ALGONQUIN PARK EAST GATE,9.4,32.7,-7.8,,,15.4,2020,May,June,70
NORTH BAY A,9.9,32.2,-5.7,,94.5,23.1,2020,May,June,70
NORTH BAY AIRPORT,9.9,32.2,-5.6,,76.0,22.8,2020,May,June,70
GORE BAY-MANITOULIN,9.8,26.4,-4.1,,63.5,4.9,2020,May,June,70
GORE BAY CLIMATE,9.9,26.1,-3.8,,63.9,4.9,2020,May,June,70
GREAT DUCK ISLAND (AUT),8.5,20.7,-1.7,,,0.0,2020,May,June,70
